emp_no,first_name,last_name,title,to_date
417167,Chrisa,Molenkamp,Engineer,1997-10-25
417168,Kristinn,Heuter,Senior Engineer,2000-09-29
417170,Paloma,Delgrange,Senior Engineer,2000-01-25
417178,Uriel,Brendel,Senior Staff,1995-07-14
417180,Martina,Coombs,Senior Staff,2001-03-30
417181,Babette,Kermarrec,Senior Engineer,2001-02-28
417184,Alair,Schauser,Engineer,1995-01-07
417186,Alejandra,Bernick,Senior Engineer,2001-01-25
417190,Atreyi,Cooman,Senior Staff,1996-01-06
417197,Bodo,Crabtree,Senior Engineer,1998-09-20
417201,Baruch,Matzke,Senior Engineer,1990-11-03
417204,Niteen,Pietracaprina,Staff,1998-10-23
417205,Yuchang,Rajala,Senior Engineer,1995-06-06
417206,Ramachenga,Crouzet,Senior Staff,1998-05-30
417207,Gino,Rodham,Senior Engineer,1998-07-23
417210,Guozhong,Iisaku,Senior Engineer,1998-03-06
417213,Jackson,Clouatre,Engineer,1999-04-23
417214,Zsolt,Dengi,Staff,1998-12-18
417216,Jacqueline,Brlek,Senior Engineer,1994-02-24
417217,Denny,Einsfeld,Senior Staff,1999-09-29
417221,Sandeepan,Shackell,Senior Engineer,1991-07-19
417223,Jaideep,Schwaller,Engineer,1999-10-24
417232,Ishfaq,Krybus,Staff,1999-10-22
417233,Trygve,Narahari,Assistant Engineer,1997-03-19
417237,Deniz,Menyhert,Senior Staff,1994-02-21
417238,DAIDA,Varker,Staff,1996-07-25
417240,Limsoon,Stafford,Senior Staff,1990-12-27
417244,Arif,Deverell,Engineer,1998-10-17
417245,Seshu,Hebden,Staff,1997-04-12
417247,Udaiprakash,Farrar,Engineer,1997-01-05
417250,Freyja,Theuretzbacher,Engineer,1997-02-12
417266,Tran,Uhrik,Engineer,1998-05-25
417273,Kristin,Kakkad,Senior Engineer,1996-05-02
417275,Mohammed,Middleton,Staff,1997-10-04
417276,Howell,Deville,Senior Engineer,1996-02-09
417278,Roselyn,Aamodt,Engineer,1997-05-28
417279,Mariangiola,Gischer,Senior Engineer,1999-11-25
417286,Mabo,Fordan,Senior Engineer,1995-05-22
417288,Bouchung,Macedo,Senior Engineer,1991-09-25
417295,Tzvetan,Siksek,Senior Engineer,1991-11-18
417301,Anoosh,Solovay,Senior Staff,2002-02-12
417302,Valeri,Uchoa,Engineer,1997-04-08
417306,LiMin,Lorin,Senior Engineer,1992-03-23
417309,Gretta,Menhardt,Technique Leader,1997-03-27
417310,Ziya,Bazzichi,Engineer,1994-02-04
417313,Franziska,Bernardeschi,Senior Engineer,1999-11-29
417317,Byong,Asrin,Technique Leader,1998-02-03
417319,Chriss,Ferretti,Senior Staff,1998-07-11
417321,Feipei,Valette,Staff,2000-01-13
417322,Jiong,Bahr,Senior Engineer,2001-01-12
417326,Reinhard,Feinberg,Staff,1998-03-03
417328,Xinyu,Molenaar,Senior Staff,1994-01-28
417329,Luigi,Wendorf,Senior Engineer,1999-11-01
417334,Shahaf,Bugrara,Senior Staff,2001-08-14
417337,Tzvetan,Murtha,Senior Engineer,1995-02-08
417338,Huican,Staelin,Senior Staff,1993-07-08
417341,Evgueni,Legleitner,Senior Engineer,1997-06-02
417343,Weiru,Blokdijk,Senior Staff,1995-05-04
417354,Shigeaki,Perng,Senior Staff,1989-04-14
417356,Chinya,Rosch,Staff,1996-09-12
417363,Shai,Zirintsis,Engineer,1990-11-15
417365,Shuzo,Roccetti,Senior Staff,2001-01-13
417367,Gianluca,Merle,Staff,1996-10-03
417376,Leszek,Hertweck,Senior Staff,1994-02-22
417379,Shawna,Uehara,Senior Staff,2000-06-05
417381,Paddy,Beausoleil,Staff,1997-06-17
417384,Mansur,Valtorta,Senior Staff,1985-04-20
417390,Arnd,Crooks,Staff,1997-10-01
417392,Chaosheng,Siepmann,Senior Engineer,2001-07-17
417399,Moto,Pulkowski,Senior Engineer,1992-01-24
417404,Hauke,Pelz,Engineer,1996-06-14
417405,Subhada,Aloisi,Senior Engineer,1990-03-30
417407,Masato,Klyachko,Senior Engineer,2001-01-31
417409,Susanna,Solares,Senior Staff,1995-05-31
417411,Dinah,Porotnikoff,Senior Engineer,1996-09-04
417420,Idoia,Peek,Senior Engineer,1998-12-28
417423,Chinya,Esteva,Staff,1997-12-07
417424,Piyush,Geffroy,Senior Engineer,1991-05-06
417427,Doohun,Lores,Senior Staff,1992-09-14
417429,Vasilis,Murtafg,Senior Engineer,1995-04-20
417433,Kristina,Maccarone,Senior Staff,1990-02-27
417436,Avishai,Quittner,Senior Engineer,1999-02-15
417437,Arumugam,Skrikant,Senior Engineer,1990-06-20
417438,Boutros,Veldwijk,Engineer,1995-11-13
417439,Jaana,Werthner,Senior Staff,1994-11-23
417440,Luisa,Lorie,Senior Engineer,1992-03-23
417442,Conrado,Uchoa,Senior Engineer,1986-10-01
417443,Deborah,Gihr,Senior Engineer,1998-02-24
417449,Byong,Siprelle,Engineer,1993-10-02
417450,Aimee,Shinomoto,Senior Staff,1994-04-30
417452,Jaber,Openshaw,Senior Engineer,1990-08-19
417460,Stafford,Schwaller,Senior Engineer,1991-02-28
417462,Yagil,Emmart,Senior Engineer,1995-11-24
417466,Cathie,Trumbly,Senior Staff,1994-09-08
417471,Xiaoheng,Bednarek,Engineer,1994-08-18
417476,Doowon,Siprelle,Engineer,1997-02-27
417477,Abdelkader,Gadepally,Staff,1999-10-18
417479,Candida,Suppi,Engineer,1998-03-28
417485,Wanqing,Ballarin,Engineer,2002-07-20
417486,Sakthirel,Cusworth,Technique Leader,1987-01-10
417487,Mahendra,Kading,Engineer,1999-03-28
417490,Sungwon,Bade,Senior Staff,1995-01-13
417493,Peternela,Schapiro,Technique Leader,1990-12-31
417495,Nakhoon,Miake,Senior Engineer,2000-06-20
417498,Dmitri,Trogemann,Technique Leader,1990-07-05
417504,Ronnie,Peron,Senior Staff,1995-07-05
417506,Mariangiola,Rouquie,Senior Staff,1996-06-27
417507,Doohun,Bottner,Senior Engineer,1994-11-02
417510,Yonghong,Ernst,Senior Staff,2002-05-08
417514,Oscal,Sankaranarayanan,Senior Staff,2001-03-03
417521,Billur,Strandh,Senior Engineer,1995-02-03
417522,Marsal,Gruenwald,Senior Staff,2001-03-14
417527,Barna,Selvestrel,Senior Staff,1996-04-03
417528,Eirik,Welham,Staff,1989-05-17
417533,Saniya,Bierman,Senior Staff,1992-06-22
417536,Mingdong,Shrader,Senior Engineer,1991-08-05
417545,Adhemar,Trystram,Senior Engineer,1986-04-04
417546,Parto,Asser,Senior Staff,1998-09-26
417548,Fumiyo,Schaap,Senior Staff,1994-03-17
417549,Iara,Gill,Senior Staff,1992-02-28
417553,Moheb,Langford,Senior Engineer,2001-07-18
417554,Vitali,Iwayama,Senior Staff,1989-07-05
417555,Zejun,Coors,Senior Engineer,2002-07-31
417556,Hiroyasu,Zlotek,Senior Engineer,1994-12-24
417561,Anwar,Koyama,Senior Engineer,1998-06-27
417564,Zhiguo,Trystram,Technique Leader,1997-12-11
417576,Adhemar,Murtagh,Senior Staff,1996-06-25
417577,Adam,Lamparter,Senior Engineer,1999-02-17
417578,Xinglin,Brookman,Senior Engineer,1997-10-10
417579,Leandro,Ramamoorthy,Senior Engineer,1997-11-11
417582,Yucai,Usdin,Staff,1994-03-15
417583,Jamaludin,Gischer,Senior Staff,1994-06-26
417584,Munir,Rosiles,Engineer,1997-02-15
417586,Qiwen,Leslie,Senior Staff,2001-11-10
417588,Takushi,Iacovou,Senior Engineer,1996-11-06
417595,Maik,Roccetti,Senior Staff,1995-06-17
417596,Aron,Hiyoshi,Senior Staff,1993-01-06
417599,Larisa,Limongiello,Senior Staff,1998-02-13
417600,Kazuhiko,Sommen,Senior Engineer,2001-07-05
417603,Rajmohan,Emden,Senior Engineer,1997-08-29
417605,Torsten,Basart,Engineer,1994-04-20
417609,Dhritiman,Thombley,Senior Engineer,1995-01-11
417612,Karsten,Linares,Staff,1988-11-13
417616,Xiong,Garnham,Staff,1998-11-15
417619,Naftaly,Ariola,Engineer,1996-11-21
417620,Tru,Skrikant,Senior Staff,1995-10-04
417631,Kirk,Fendler,Staff,1996-01-09
417633,Aemilian,Cappelletti,Senior Staff,1994-06-09
417638,Sushant,Ranai,Senior Staff,2001-04-22
417639,Conor,Tibblin,Technique Leader,1996-11-21
417652,Vasilii,Bennet,Senior Staff,1997-06-10
417657,Shuji,Lyonns,Senior Engineer,1985-10-01
417659,Shaowei,Baumann,Staff,1998-07-17
417661,Tetsurou,Comte,Senior Staff,1993-06-30
417662,Tuval,Halloran,Staff,1988-02-04
417663,Muzhong,Stassinopoulos,Senior Staff,1996-11-01
417665,Bader,Strehl,Senior Staff,1995-01-16
417666,Heping,Ranst,Senior Engineer,1998-09-17
417669,Gita,Panienski,Technique Leader,1993-12-18
417670,Susanta,Ventosa,Staff,1996-06-16
417674,Felicidad,Felcyn,Senior Staff,1995-11-20
417676,Shakhar,Veeraraghavan,Senior Engineer,2000-12-02
417677,Zhonghui,Verspoor,Staff,1991-12-14
417683,Fei,Kruskal,Senior Staff,1987-03-30
417689,Genevieve,Levasseur,Senior Staff,1992-04-25
417690,Raimond,Strooper,Senior Engineer,1994-01-05
417692,Arve,Ducloy,Engineer,1997-10-15
417693,Dhritiman,Bratsberg,Engineer,1998-07-17
417696,Alois,Kalsbeek,Engineer,1996-02-06
417697,Katsuo,Whitcomb,Senior Staff,2001-08-26
417704,Sajjad,Erdmenger,Senior Staff,1992-09-27
417705,Kousuke,Lammel,Senior Staff,1995-09-19
417711,Yucai,Munawer,Senior Engineer,1997-07-12
417715,Debatosh,Dayang,Engineer,1995-02-13
417718,Breannda,Chinin,Senior Engineer,1996-03-30
417721,Aron,Back,Engineer,1994-10-21
417732,Morrie,Ibel,Senior Engineer,1997-01-27
417737,Ortrun,Picaronny,Senior Staff,1994-07-05
417739,Harngdar,Solares,Senior Engineer,1991-11-08
417740,Eirik,Rande,Senior Engineer,1998-01-07
417742,Tetsurou,Kossowski,Senior Staff,1996-07-01
417744,Takahito,Redmiles,Engineer,1998-01-08
417747,Yucel,Parhami,Engineer,1999-01-11
417750,Georgy,Slutz,Senior Engineer,1999-03-02
417751,Saddek,Perelgut,Senior Engineer,2000-06-20
417758,Christoph,Mateescu,Staff,1999-05-27
417759,Taisook,Koshino,Engineer,1995-01-06
417760,Larisa,Kampfer,Engineer,1994-03-21
417762,Danae,Poupard,Staff,1998-01-25
417771,Yishay,Peir,Senior Staff,1998-10-16
417774,JoAnna,Zielinski,Senior Engineer,1998-08-01
417776,Shuzo,Gruenwald,Engineer,1999-07-11
417777,Vitali,Picel,Senior Staff,1987-08-20
417780,Honglan,Tomescu,Senior Engineer,1993-09-05
417783,Radhia,Swen,Technique Leader,1997-03-15
417785,Suebskul,Ranst,Senior Engineer,1987-06-07
417791,Constantino,Nyanchama,Staff,1996-06-10
417792,Idoia,Improta,Senior Staff,1989-08-21
417793,Valery,Landherr,Senior Staff,1999-04-13
417796,Feipei,Nitta,Technique Leader,1988-08-06
417803,Mohan,Oxenboll,Staff,1995-09-14
417807,Uinam,Doering,Senior Staff,1992-06-03
417813,Cristinel,Uchoa,Senior Staff,1997-02-20
417814,Yechiam,Aamodt,Staff,1999-02-19
417826,Dung,Portugali,Engineer,1997-06-06
417828,Marjo,Besancenot,Assistant Engineer,1998-08-13
417830,Geoff,Androutsos,Senior Staff,1985-07-19
417832,Pascal,Mersereau,Senior Engineer,1999-08-31
417834,Shichao,Wilharm,Assistant Engineer,1998-04-21
417841,Freyja,Sridhar,Senior Staff,1998-02-24
417842,Mart,Khalil,Engineer,1998-02-05
417848,Gregory,Beausoleil,Staff,1998-03-07
417849,Munenori,Peek,Senior Staff,1991-02-26
417850,Takahira,Matzov,Senior Engineer,1991-02-14
417854,Wuxu,Bugaenko,Engineer,1999-10-14
417855,Subhrajyoti,Hertweck,Staff,1995-07-21
417860,Zhiwei,Vural,Engineer,1992-01-13
417861,Arun,Brookman,Engineer,1997-03-01
417864,Shounak,Greibach,Senior Staff,1991-12-16
417866,Aksel,Blokdijk,Senior Engineer,1997-03-15
417867,Baziley,Cheshire,Senior Staff,1997-12-17
417872,Sreekrishna,Yamaashi,Senior Staff,1990-03-14
417873,Kauko,Heering,Senior Engineer,1991-09-05
417874,Sandeepan,McAlpine,Senior Engineer,1993-08-14
417875,Gennady,Swiler,Senior Staff,1999-02-14
417876,Hirochika,Milicic,Senior Engineer,1995-07-12
417882,Wonhee,Ratzlaff,Senior Staff,1996-08-08
417885,Hyuckchul,Bade,Staff,1992-03-26
417886,Wonhee,Rusmann,Engineer,1996-01-26
417889,Zejun,Pagter,Senior Engineer,2001-10-25
417900,Frederique,Pettey,Engineer,1996-01-11
417902,Surveyors,Rosaz,Technique Leader,1991-02-25
417905,Zhanqiu,Birta,Senior Staff,1999-11-02
417913,Mang,Moffat,Engineer,1991-05-25
417914,Brendon,Luck,Senior Staff,1994-05-15
417915,Danai,Quadeer,Senior Staff,1993-05-01
417916,Rance,Biron,Senior Staff,1995-03-21
417917,Oddvar,Akaboshi,Engineer,1993-02-06
417918,Udi,Georg,Staff,1995-08-11
417923,Jahangir,Negoita,Senior Engineer,1997-11-19
417925,Georgy,Callaway,Senior Staff,1999-04-29
417933,Parviz,Angel,Senior Engineer,2000-12-13
417940,Uri,Assaf,Senior Staff,1995-04-20
417941,Alper,Oskamp,Engineer,1986-08-28
417944,Kristinn,Serra,Senior Engineer,1992-09-02
417945,Remzi,Stafford,Senior Staff,2001-06-21
417946,Caolyn,Kusakari,Senior Engineer,1991-12-03
417947,Oddvar,DeMori,Assistant Engineer,1998-07-03
417948,Shen,Vecchio,Senior Engineer,2001-04-05
417950,Yishay,Nilsson,Staff,1997-07-01
417951,Tremaine,Sigstam,Engineer,1994-07-11
417957,Ennio,Tibblin,Staff,1995-01-27
417958,Reinhard,Pauthner,Senior Staff,1997-11-02
417959,Gino,Diderrich,Senior Staff,2001-10-22
417961,Junichi,Lienhardt,Senior Engineer,1991-07-28
417963,Bouchung,Butner,Senior Staff,1995-06-14
417966,Tristan,Msuda,Senior Staff,1999-08-22
417968,Richard,Usery,Senior Engineer,1999-08-01
417972,Shmuel,Peres,Senior Staff,1992-06-10
417976,Reuven,McClurg,Engineer,1997-06-10
417978,Leaf,Merro,Technique Leader,1987-05-20
417981,Syozo,Solares,Senior Engineer,1998-06-21
417983,Guoxiang,Sifakis,Engineer,1994-02-16
417984,Ashish,Argence,Staff,1991-11-28
417986,Pasqua,Fiutem,Senior Staff,1996-08-25
417988,Debatosh,Talmor,Staff,1998-07-28
417989,Feiyu,Qiwen,Senior Engineer,2000-04-20
417990,Limsoon,Legleitner,Senior Staff,1999-02-07
417991,Mihalis,Cincotta,Senior Staff,1992-12-16
417994,Sanjoy,Binding,Senior Engineer,1993-12-23
417999,Dines,Penn,Senior Engineer,1985-09-16
418000,Yuichiro,Alpin,Senior Staff,1997-10-17
418003,Marke,Gulak,Senior Staff,1991-06-17
418006,Sadok,Unni,Senior Engineer,1991-07-22
418011,Mariangiola,Melter,Senior Staff,1993-07-01
418013,Martine,Codenie,Senior Engineer,1995-08-06
418019,Kristina,Ecklund,Senior Staff,1990-08-25
418020,Tsutomu,Peha,Senior Staff,1995-08-02
418029,Boaz,Ranze,Engineer,1998-04-06
418036,Rasikan,Gerlach,Senior Staff,1998-04-07
418038,Aria,Wegerle,Senior Engineer,1994-01-31
418039,Shuichi,Ramalingam,Senior Staff,1985-06-27
418044,Tommaso,Gilg,Senior Staff,1988-06-06
418045,Tremaine,Nyanchama,Senior Staff,1999-10-11
418046,Ayonca,Geffroy,Senior Staff,1992-02-11
418052,Munenori,Busillo,Senior Staff,1997-10-21
418058,Jeong,Pileggi,Engineer,1995-05-20
418062,Udi,Georg,Senior Staff,1993-10-29
418063,Arch,Walston,Senior Engineer,1993-01-01
418064,Zeljko,Impagliazzo,Assistant Engineer,1999-12-23
418066,Alassane,Lorys,Senior Engineer,2002-04-16
418067,Stein,Basawa,Senior Staff,2001-01-06
418073,Jiang,Ariola,Senior Engineer,1993-03-02
418075,Mayuko,Moffat,Senior Staff,1996-12-25
418077,Ennio,Mikschl,Staff,1994-07-25
418079,Arfst,Atchley,Engineer,1996-08-27
418082,Yuping,Denny,Senior Staff,1999-01-13
418084,Kagan,Falby,Senior Engineer,1994-03-18
418086,Shahaf,Teitelbaum,Engineer,1999-11-15
418094,Mona,Kolvik,Senior Staff,1987-07-15
418095,Avishai,Azevdeo,Senior Engineer,1997-06-29
418096,Teruyuki,Montresor,Assistant Engineer,1998-09-27
418106,Giao,Linnainmaa,Engineer,1993-09-06
418110,Aiichiro,Roohalamini,Senior Engineer,2001-11-23
418125,Khun,Baar,Staff,1996-08-02
418127,Poorav,Hegner,Technique Leader,1988-04-16
418130,Toshimitsu,Verhoeff,Senior Staff,1998-09-07
418137,Heekeun,Bakhtari,Engineer,1989-06-18
418138,Baoqiu,Cairo,Assistant Engineer,1997-08-22
418139,Guangming,Zweizig,Engineer,1996-03-22
418145,Rafael,Sommer,Engineer,1985-08-16
418153,Aluzio,Cooman,Senior Engineer,2000-02-21
418156,Srinidhi,Brendel,Senior Staff,1999-08-10
418157,Shuho,Gruenwald,Senior Engineer,1998-12-25
418158,Leandro,Debuse,Senior Staff,2002-04-16
418161,Yucai,Kusakabe,Senior Engineer,2000-08-13
418165,Kauko,Pehl,Staff,1995-01-17
418167,Dinah,McAffer,Senior Engineer,1992-03-26
418171,Aiichiro,Angelopoulos,Senior Engineer,1999-01-13
418174,Perla,Gips,Senior Engineer,1995-03-27
418177,Hyuncheol,Bellone,Engineer,1999-04-25
418182,Brewster,Kugler,Senior Staff,1997-02-24
418183,Goa,Kulisch,Senior Staff,1992-12-30
418186,Tse,Delgrange,Senior Engineer,1994-10-27
418190,Billie,Irland,Senior Staff,1998-12-09
418196,Shunichi,Wiegley,Senior Staff,1992-08-15
418205,Navin,Schauser,Senior Staff,1998-06-01
418208,Mohan,Salvesen,Engineer,1997-12-06
418210,Harjit,Simkin,Engineer,1999-04-21
418212,Arunas,Xiaoshan,Senior Staff,1993-09-09
418214,Larisa,Sinitsyn,Engineer,1990-04-22
418217,Chinho,Kaltofen,Senior Engineer,1986-02-23
418218,Sariel,Baig,Engineer,1991-07-05
418222,Nakhoon,Nooteboom,Senior Engineer,1999-10-26
418230,Shiv,Peck,Engineer,1995-01-31
418237,Ioana,Maquelin,Engineer,1998-11-05
418242,Bouchung,Servieres,Senior Engineer,1996-09-19
418253,Christophe,Rajaraman,Senior Engineer,1993-11-24
418254,Masamitsu,Beilner,Senior Engineer,2000-10-14
418264,Tse,Birch,Senior Engineer,1999-07-14
418266,Toshimori,Gulak,Senior Engineer,1994-06-14
418271,Herb,Kandlur,Staff,1985-03-14
418272,Kazuhito,Chimia,Senior Staff,1995-12-17
418273,Ortrud,Baik,Senior Engineer,1991-02-19
418274,Kenroku,Garnick,Senior Engineer,2001-08-29
418283,Jolita,Hutton,Engineer,1997-06-10
418286,Marke,Gajiwala,Assistant Engineer,1995-07-10
418291,Abdulla,Verspoor,Engineer,1991-10-01
418295,Adhemar,Cesareni,Senior Staff,2001-07-26
418307,Cristinel,Guerreiro,Senior Engineer,1997-07-31
418314,Zhenbing,Katalagarianos,Senior Engineer,1997-10-01
418319,Kellie,Mukaidono,Engineer,1998-12-12
418328,Yoshinari,Farrar,Senior Engineer,1993-12-08
418329,Aiichiro,Eiron,Senior Staff,1993-04-23
418330,Pranas,McFarlan,Senior Engineer,1998-12-23
418331,Chaosheng,Greenaway,Technique Leader,1996-05-21
418333,Jackson,Simmen,Senior Staff,1999-11-14
418334,Jingling,Orlowski,Senior Engineer,1999-06-20
418336,Georgy,Thimonier,Senior Engineer,2002-03-21
418339,Mamdouh,Wendorf,Senior Engineer,1999-02-05
418340,Shen,Gecseg,Staff,1999-10-22
418341,Nimmagadda,Eiter,Senior Engineer,1998-12-02
418342,Lijia,Tasistro,Senior Engineer,2000-11-18
418346,Avishai,Laventhal,Senior Engineer,2002-07-25
418348,Jaideep,Jonsson,Senior Engineer,1991-12-31
418351,Ferdinand,Perri,Senior Staff,1992-11-13
418359,Fumino,Nastansky,Engineer,1999-06-12
418361,Oguz,Hagimont,Engineer,1999-11-21
418363,Yuichiro,Woycyznski,Engineer,1987-10-02
418365,Nagui,Rettelbach,Senior Engineer,1996-01-26
418366,Aiichiro,Bage,Senior Staff,1999-12-22
418370,Martijn,Merlo,Senior Staff,1994-09-23
418371,Maha,Mawatari,Staff,1994-02-27
418379,Reinhold,Ducloy,Senior Staff,1994-02-10
418385,Arto,Brandsma,Senior Engineer,1991-09-02
418386,Gianluca,Cannata,Senior Engineer,2001-10-06
418387,Bernt,Heuser,Senior Engineer,1999-07-14
418389,Yifei,Ohori,Engineer,1997-08-01
418392,Yongqiao,Conti,Engineer,1995-03-27
418403,Tonny,Guenter,Senior Staff,2000-05-01
418405,Izaskun,Moffat,Senior Staff,1996-10-01
418407,Jaber,Pappas,Senior Staff,2001-10-31
418411,Nalini,Griswold,Senior Staff,1985-11-21
418415,Shahab,Molberg,Senior Engineer,2000-10-28
418419,Huan,Matzat,Engineer,1999-05-27
418421,Youssef,Rouquie,Senior Staff,1999-08-30
418424,Fumino,Kinley,Senior Engineer,1993-04-14
418426,Kiyomitsu,Champarnaud,Senior Staff,2001-09-01
418429,Zissis,Litvinov,Senior Engineer,1999-02-08
418434,Toshimo,Vasanthakumar,Senior Engineer,1987-06-29
418438,Mokhtar,Bakhtari,Engineer,1991-05-25
418440,Xiong,Genin,Staff,1999-03-14
418441,Xiaocheng,Marquardt,Senior Engineer,1993-03-05
418442,Dzung,Gniady,Engineer,1997-04-27
418443,Hilary,Baaleh,Senior Staff,1995-09-22
418445,Weiwu,Keustermans,Senior Staff,1998-11-12
418446,Chaitali,Emden,Engineer,1994-11-04
418450,Nidapan,Rodham,Senior Staff,1996-08-17
418455,Shaw,Sgarro,Staff,1994-02-06
418461,Mani,Waschkowski,Technique Leader,1994-07-07
418465,Munir,Masamoto,Engineer,1996-02-22
418468,Ranan,Birsak,Senior Engineer,1994-01-21
418471,Xiaoheng,Aloisi,Staff,1998-08-08
418475,Mokhtar,Weisert,Senior Staff,1990-09-29
418476,Arie,Ramras,Senior Staff,1998-09-26
418480,Ranan,Anguita,Senior Engineer,1991-09-26
418481,Karoline,Papastamatiou,Senior Engineer,2000-01-23
418489,Krister,Billingsley,Engineer,1997-09-30
418491,Aram,Constantine,Senior Staff,1996-11-04
418497,Shaowei,Goodrum,Engineer,1988-10-12
418500,Constantino,Koblick,Senior Engineer,2002-06-04
418502,Ibibia,Luce,Technique Leader,1994-06-11
418504,Candida,Alvarado,Senior Staff,1996-03-04
418507,Mrinalini,Ventosa,Senior Engineer,1989-03-29
418511,Heon,Valette,Staff,1997-03-09
418513,Jahangir,Deville,Senior Engineer,1996-02-20
418515,Naftali,Chachaty,Senior Staff,1996-12-31
418516,Szabolcs,Kemmerer,Senior Engineer,1998-06-08
418519,Aksel,Varley,Senior Engineer,1998-03-13
418525,Lakshmi,Ellozy,Senior Staff,1999-09-22
418526,Sajjad,Rubsam,Senior Staff,1988-05-03
418530,Shimshon,Manderick,Senior Staff,1987-09-25
418533,Arve,Marsiglia,Engineer,1986-04-14
418536,Mark,Weiland,Senior Engineer,1991-09-21
418538,Kshitij,Holburn,Senior Staff,1994-09-18
418542,Mong,Manderick,Senior Engineer,1995-09-13
418548,Pranay,Molenkamp,Engineer,1996-08-30
418553,Abdelkader,Caine,Senior Engineer,1996-02-20
418554,Ingmar,Rahier,Assistant Engineer,1996-08-14
418555,Kristina,Luan,Staff,1999-06-29
418559,Moni,Binkley,Engineer,1996-01-08
418560,Teruyuki,Wolniewicz,Staff,1995-04-03
418561,Younwoo,Andreotta,Senior Staff,1993-05-03
418567,Shakhar,Nollmann,Senior Engineer,1990-08-19
418568,Satyanarayana,Masand,Senior Staff,2000-04-03
418575,Emdad,Sadowski,Senior Engineer,1998-03-21
418586,Bernice,Isaak,Senior Staff,1992-12-06
418599,Masali,Ballarin,Senior Engineer,1987-11-03
418603,Abdulla,Kropf,Staff,1996-05-31
418605,Flemming,Kornatzky,Senior Engineer,1999-05-05
418611,Chirstian,Peak,Senior Staff,1999-09-25
418613,Monique,Frijda,Senior Staff,1996-08-27
418614,Mani,Narlikar,Senior Engineer,1994-01-25
418616,Gino,Krohn,Staff,1998-01-06
418632,Uri,Reistad,Senior Staff,1985-03-31
418633,Uta,Kawashimo,Staff,1996-05-19
418634,Kankanahalli,Veevers,Engineer,1994-05-10
418635,Bluma,Dichev,Senior Staff,1991-09-18
418639,Anneke,Ponthieu,Senior Engineer,1996-09-15
418643,Gianluca,Parhami,Staff,1998-11-04
418646,Marlo,Portugali,Senior Staff,2000-08-09
418648,Stamatina,Maierhofer,Senior Engineer,1988-01-11
418649,Mario,Setia,Senior Staff,1991-07-03
418655,Danco,Zedlitz,Senior Engineer,2000-01-23
418659,Basim,Barreiro,Senior Engineer,2001-02-19
418664,Khue,Codenie,Senior Engineer,1997-02-02
418666,Guiseppe,Denny,Senior Staff,1995-07-11
418668,Shounak,Peck,Senior Staff,1996-08-05
418670,Lakshmi,Uhrik,Staff,1996-09-10
418671,Xiaoshan,Calkin,Senior Staff,1988-10-17
418674,Aloys,Bauknecht,Senior Staff,1997-03-31
418676,Troy,Gien,Assistant Engineer,1990-10-03
418682,Gill,Ritcey,Senior Engineer,1991-10-27
418683,Tsuneo,Lagarias,Senior Staff,1992-11-20
418687,Khatoun,Joslin,Senior Engineer,1996-11-18
418691,Suebskul,Speel,Staff,1999-06-12
418692,Babette,Baalen,Engineer,1998-07-19
418694,Shigeo,Kamble,Senior Staff,1987-11-13
418697,Gritta,Cooke,Senior Staff,1990-06-16
418701,Demin,Keustermans,Senior Staff,1999-04-08
